Median.Age,Unemployment.Rate,Violent.Crimes.Per.1000,Murders.And.Manslaughters.Per.1000,Rapes.Per.1000,Robberies.Per.1000,Aggravated.Assaults.Per.1000,Property.Crimes.Per.1000,Burglaries.Per.1000,Larceny.Thefts.Per.1000,Motor.Vehicle.Thefts.Per.1000,High.School.Or.Higher.Pct,Bachelors.Or.Higher.Pct,Republican.Vote.Pct,Without.Health.Insurance.Pct,Income.Per.Capita,Median.Household.Income,Poverty.Rate,Land.Area,Population.Density,Female.Pct,White.Pct,Black.Pct,Asian.Pct,Mixed.Race.Pct,Hispanic.Pct,Foreign.Born.Pct,County,Population,Crude.Rate,Gun.Law.Rank.2010,Federal.Govt.Expenditure.Per.Person
33.9,10.9,8.051081524,0.093516074,0.318607089,3.358966887,4.279991475,55.95197188,13.98826482,35.96671698,5.996990087,89.1,40.5,37.4,19.1,32432,53158,14.2,523.84,1755.5,51.6,55.3,30.8,4.6,2.6,12.2,12.6,"Mecklenburg County, NC",919628,10.98,23,5.328292527
25.7,8.5,3.375109691,0.061877011,0.337510969,0.804401143,2.171320568,33.27858155,9.472807866,21.8707108,1.93506289,88,16.8,60.3,22,20783,41161,15.1,762.74,233.1,46.4,74,15.6,1.9,4.4,10.1,4.1,"Onslow County, NC",177772,14.63,23,16.5300216
31,10.1,5.863881818,0.041629993,0.142731403,1.766301116,3.913219307,48.48109998,15.28415444,30.71698742,2.479958132,85,28.7,45.3,19.5,21622,36339,25.5,651.98,257.9,52.8,58.9,34.1,1.6,2,5.5,4,"Pitt County, NC",168148,11.89,23,6.534350691
34.4,12.6,8.847117047,0.186333552,0.245960289,2.638483096,5.776340111,59.82797686,24.61838889,29.86554171,5.34404627,68.8,12.7,42.7,18.4,15128,27421,31.1,949.22,141.3,51.4,29,24.3,0.7,2.5,8.1,5.5,"Robeson County, NC",134168,24.6,23,9.201366943
34.4,8.4,3.190923792,0.047725121,0.172032413,1.382918624,1.588247633,24.77266749,5.603817122,17.58837194,1.580478428,91.2,47.5,42.3,16.3,32234,63770,10.2,835.22,1078.8,51.3,66.3,20.7,5.4,2.5,9.8,11.8,"Wake County, NC",900993,5.77,23,9.265899957
33.5,5.3,5.461120458,0.085088279,0.357757537,1.856471544,3.161803098,38.99363772,6.760650539,26.77766819,5.455318984,89.6,34.7,46.9,11.6,27119,49944,12.8,328.46,1574.4,50.8,76.4,11.6,2.7,2.8,11.2,7.9,"Douglas County, NE",517110,10.44,32,8.235435401
39.3,6.3,2.046311523,0.014973011,0.299460223,0.583947435,1.147930855,22.37966066,3.483720594,17.49596353,1.399976542,90.2,34.1,47.5,12.2,32039,64455,8.8,876.14,457.4,50.5,90.4,2.1,3.2,2,5.3,8.2,"Hillsborough County, NH",400721,6.24,25,8.368148912
42.2,6.3,1.161833597,0.00677454,0.182912578,0.172750768,0.799395711,15.03609136,2.157690966,12.12981373,0.748586662,93,36,48.8,10.1,35016,70196,6.1,694.72,425,50.6,95.5,0.7,1.7,1.4,2.1,4.7,"Rockingham County, NH",295223,9.48,25,6.882319467
39.9,12.4,4.811527268,0.076489078,0.244036584,1.919511635,2.571489971,34.0959173,6.741965915,25.70033036,1.653621029,84.4,23.8,41.9,15.8,27634,51585,10.9,555.7,494.1,51.5,65.4,16.1,7.5,3.2,16.8,14.5,"Atlantic County, NJ",274549,9.47,2,8.615831782
41.1,8.1,1.045169901,0.006628985,0.030935261,0.367908644,0.639697011,14.38268686,2.142266848,11.31236217,0.92805784,90.5,44.2,44.9,15.8,42174,80604,6.6,233.01,3884.5,51.8,71.9,5.8,14.5,2.5,16.1,28.6,"Bergen County, NJ",905116,3.09,2,6.53159595
37.9,10.6,6.029315282,0.124596764,0.336800628,2.488041631,3.07987626,35.44193888,7.756148558,24.00629214,3.679498187,84.7,27.5,31.3,15.3,29112,60445,11.3,221.26,2321.5,51.8,65.3,19.6,5.1,2.6,14.2,9.6,"Camden County, NJ",513657,8.96,2,9.128439795
36.4,11,6.973490023,0.137760549,0.182405172,3.48355611,3.169768192,30.32900536,6.611230801,15.87817886,7.839595698,81.1,30.7,23.4,19.2,30991,53712,14.4,126.21,6211.5,52,42.6,40.9,4.6,3.2,20.3,23.3,"Essex County, NJ",783969,13.65,2,10.75728377
34.2,10.8,5.652202704,0.05360527,0.126130046,2.943559957,2.52890743,24.77194111,5.524496032,15.87819621,3.369248864,79.8,33.4,26.2,23.8,30573,55767,14.6,46.19,13731.4,50.5,54,13.2,13.4,4.4,42.2,39.7,"Hudson County, NJ",634266,4.1,2,7.888045394
37.8,7.8,4.032599117,0.065481988,0.15006289,1.991743813,1.825310426,22.11654157,4.78018515,14.98446167,2.351894749,86.6,38.7,31.4,16,35870,70570,10.8,224.56,1632.2,51.2,61.4,20.3,8.9,2.8,15.1,18.5,"Mercer County, NJ",366513,7.09,2,18.1656476
42.6,10.1,1.385788642,0.008672019,0.093657806,0.371162415,0.912296403,20.70878146,4.101865004,15.93396778,0.672948677,88.5,24.2,58.6,13.5,29922,59456,8.2,628.78,917,52.1,91,3.2,1.7,1.5,8.3,7.4,"Ocean County, NJ",576567,4.51,2,8.156021763
36.1,11.3,5.05560366,0.055863024,0.097760292,2.45797305,2.444007294,23.63604442,5.422703531,14.9214127,3.291928192,79.9,24.3,38.7,19.7,25808,51933,16.5,184.59,2715.3,51.5,62.6,12.8,5,3.7,37,26.7,"Passaic County, NJ",501226,5.99,2,7.322854361
38,9.6,4.259094612,0.0410066,0.136067355,2.536817403,1.545203253,26.93015271,4.980437988,17.97021057,3.979504156,84.2,31.3,35.5,22.9,33670,64588,9.5,102.86,5216.1,51.6,61.3,22.1,4.6,3.1,27.3,27.5,"Union County, NJ",536499,5.03,2,6.954434211
35.8,8.5,8.793112816,0.081501561,0.645975332,2.262422951,5.803212973,53.68085196,11.01025712,34.82078712,7.849807717,86,31.6,38.7,22.8,25830,45550,15.6,1160.83,570.8,51,69.4,3,2.3,4.4,47.9,10.7,"Bernalillo County, NM",662564,12.07,45,14.44848045
32.4,8.2,4.134147099,0.043014247,0.324996535,0.444480555,3.321655762,30.54967429,6.777133626,21.63138702,2.141153642,74.4,25,40.5,33.5,17639,35541,24.8,3807.51,55,51,74.1,1.7,1.1,3,65.7,18.6,"Dona Ana County, NM",209233,12.43,45,9.857331301
33,9.6,6.959183046,0.06151764,1.153455753,0.376795546,5.367414106,22.82304451,8.912368122,11.88059426,2.030082126,80,14.2,59.9,30.2,20029,46007,20.6,5513.07,23.6,50.4,51.6,0.6,0.4,3.5,19.1,3.2,"San Juan County, NM",130044,17.69,45,7.657915782
35.5,15.2,8.055270698,0.069698232,0.451501049,2.947312749,4.586758668,35.21144445,9.73366563,18.32294778,7.154831036,83,21.3,39.5,20.8,27395,53512,12.4,7891.43,247.3,49.7,60.9,10.5,8.7,5.1,29.1,21.3,"Clark County, NV",1951269,14.09,29,5.767621994
37,14.1,5.282304281,0.040341048,0.336966401,1.49736478,3.407632052,36.10523793,8.288898856,24.35175495,3.464584119,86.1,26.5,42.6,20.5,29348,53036,13.2,6302.37,66.9,49.5,76.9,2.3,5.2,3.8,22.2,15.1,"Washoe County, NV",421407,12.34,29,8.268735451
40.2,7.9,2.974909912,0.016807401,0.151266606,0.820201151,1.986634755,18.91841015,3.348034206,14.86110364,0.709272307,88.6,31.4,45.1,15.4,30637,68891,8.9,795.63,373.9,50.2,80.1,9.9,3.5,2.6,10.5,10.4,"Dutchess County, NY",297488,6.72,8,6.690347174
40.4,8.2,5.152115251,0.042435585,0.270934889,1.94768454,2.891060237,31.08134575,6.736377089,21.77163127,2.573337396,87.9,28.5,40.5,13.6,26256,46739,13.9,1042.69,881.4,51.8,80,13.5,2.6,1.8,4.5,5.6,"Erie County, NY",919040,8.27,8,9.631670003
34.1,10.2,19.38315966,0.208807442,0.356529724,8.885694894,9.9321276,60.28147083,7.944264782,47.36774863,4.96945742,77.7,28.3,20,17,22959,42932,21.7,70.82,35369.1,52.8,42.8,34.3,10.5,3,19.8,36.6,"Kings County, NY",2504700,6.83,8,33.83007027
38.5,8,3.918886966,0.063142848,0.198832798,1.684704921,1.972206399,29.51592275,5.868254463,21.36646497,2.281203315,88.4,34.4,40.5,10.8,26698,50283,13.4,657.21,1132.6,51.8,76.1,15.2,3.3,2.6,7.3,7.8,"Monroe County, NY",744344,8.2,8,10.95345163
41.1,7.1,1.701340468,0.020902823,0.055243174,0.839845558,0.785348913,13.90634938,1.963372282,10.86424214,1.078734961,89.8,40.3,45.4,13.9,40515,92221,5.5,284.72,4704.8,51.6,73,11.1,7.6,2.4,14.6,19.7,"Nassau County, NY",1339532,3.43,8,8.814849515
38.6,8,3.670031219,0.057812627,0.241956551,1.074886623,2.295375418,24.74808683,5.956841803,17.33094089,1.460304137,88.8,31.5,38.9,15,27038,49886,13.7,778.39,600,51.9,81.1,11,3.1,2.8,4,6.1,"Onondaga County, NY",467026,4.92,8,10.36774398
39.8,7.6,1.729668196,0.028794321,0.074999163,0.652224864,0.973649848,20.75802725,3.140589949,16.21254227,1.404895035,89.3,31.5,46.5,13.4,35062,82984,5.7,912.05,1637.4,50.8,80.8,7.4,3.4,2.4,16.5,13.1,"Suffolk County, NY",1493350,4.62,8,8.109416413
40,7.2,2.52973039,0.027393998,0.079021149,1.145279856,1.278035387,14.95501589,2.492853854,11.57607155,0.886090487,87.2,44.4,35.8,14.9,47204,77057,9.1,430.5,2204.7,51.9,68.1,14.6,5.4,3.2,21.8,23.8,"Westchester County, NY",949113,2.95,8,7.530521655
36,9.6,3.79757151,0.027164317,0.526987749,1.056691929,2.186727515,37.13362128,7.970010594,27.50930378,1.654306902,86.2,24.3,60.6,12.3,25484,53543,13.2,467.06,788.2,51.1,86,7.3,2.4,2.1,4,4.3,"Butler County, OH",368130,7.33,22,5.622646891
40.2,9.5,5.519786395,0.048432884,0.417147741,3.324683116,1.729522655,28.49650268,8.932742348,14.62751207,4.936248264,85.5,27.4,30,10.8,25788,40254,18.9,457.19,2800,52.6,63.6,29.7,2.6,2.1,4.8,6.8,"Cuyahoga County, OH",1280122,9.61,22,11.29042154
33.4,8.5,5.768367924,0.091111161,0.642075822,3.353062624,1.682118317,51.10132764,14.2597562,31.8304576,5.011113843,88.6,35.1,39,13.9,27002,47460,18.4,532.19,2186.1,51.3,69.2,21.2,3.9,3,4.8,8.4,"Franklin County, OH",1163414,15.04,22,12.39031076
37.1,9.4,6.310025001,0.104689334,0.519707767,3.605550529,2.08007737,43.32518252,10.84157762,29.78536194,2.698242964,86.8,31.7,46,12.8,27968,46509,15.2,405.91,1976.7,52,68.8,25.7,2,2.1,2.6,4.2,"Hamilton County, OH",802374,13.34,22,12.31476219
37,11.3,8.532983262,0.040741034,0.337245227,3.22759526,4.927401741,50.98966762,16.32583774,30.90660118,3.757228704,85.9,21.8,33.5,10,23221,40161,18.7,340.86,1296.2,51.6,74,19,1.5,3.1,6.1,3.5,"Lucas County, OH",441815,11.54,22,8.507200978
42.9,11.3,3.806166073,0.133990445,0.200985667,1.490643698,1.980546262,38.72742575,11.71160232,23.80005276,3.215770675,86.5,19.6,35.6,11.3,22390,39339,18.3,411.62,580.2,51.6,79.9,15.7,0.7,2.1,4.7,2.8,"Mahoning County, OH",238823,11.72,22,10.03755082
39.2,11.1,4.807970805,0.07100773,0.444732628,2.212451392,2.079779054,37.66025791,10.22137594,23.80067009,3.638211876,86.7,23.9,46.2,12.1,24642,41611,16.2,461.55,1159.5,52,73.9,20.9,1.7,2.4,2.3,3,"Montgomery County, OH",535153,14.58,22,10.2027906
41.1,11.3,2.78231883,0.031950073,0.388725884,1.28332792,1.078314953,32.07254797,9.001932979,21.19621072,1.874404264,87.2,19.6,46.3,11.9,23660,44363,14.8,575.27,652.9,51.6,88.7,7.6,0.7,2.2,1.6,2,"Stark County, OH",375586,12.78,22,7.632166801
40,9.9,4.09759663,0.040606813,0.459595298,1.68149123,1.915903289,33.51169569,9.33772133,21.83169952,2.342274831,89.3,28.7,40.8,11.7,26613,47042,14.8,412.75,1312.6,51.6,80.6,14.4,2.2,2.1,1.6,3.8,"Summit County, OH",541781,8.12,22,8.32541562
42.8,11.8,3.22378181,0.038038723,0.342348511,1.150671383,1.692723192,31.0966564,8.810719312,19.86096847,2.424968618,85.9,15.8,37.6,11.6,22013,40980,16,618.3,340.1,51.4,89,8.3,0.5,1.8,1.3,1.5,"Trumbull County, OH",210312,13.31,22,8.588183271
32.7,6,3.354773123,0.03909992,0.398819182,0.911028132,2.005825888,36.89077437,9.079001388,24.65640945,3.155363532,90,30.1,62,19.1,25427,51958,11.6,538.77,474.7,50,79.3,4.2,3.8,5.6,7,5.4,"Cleveland County, OK",255755,12.9,34,5.303454478
34.3,6.9,7.33754225,0.077925728,0.474512025,2.053899557,4.73120494,49.55102257,13.64813472,30.61646209,5.286425756,85.3,28.5,58.4,18.9,25270,41279,17.3,708.82,1013.8,51.1,64.6,15.4,3,5.3,15.1,9.2,"Oklahoma County, OK",718633,13.64,34,13.63091731
35.2,7.6,9.108340529,0.097778765,0.512095565,1.905857279,6.59260892,45.70742936,13.02612019,28.31275284,4.368556338,87.7,29.1,62.2,17.5,26226,46143,14.6,570.25,1058.1,51.2,69.2,10.7,2.3,5.8,11,7.4,"Tulsa County, OK",603403,17.24,34,7.181064728
40.6,10.1,1.196833975,0.018617417,0.234047533,0.425540969,0.518628056,26.17874848,3.8538054,20.32756016,1.997382923,91.3,31.5,43.6,16.2,31753,60051,9.4,1870.32,201,50.8,88.2,0.8,3.7,3.2,7.7,8.1,"Clackamas County, OR",375992,9.57,21,6.243233899
40.2,14.4,1.857569437,0,0.342350681,0.323331199,1.191887557,30.03810236,5.743883651,22.71560168,1.57861703,91.9,28.9,49,18.1,28002,51959,11.8,3018.19,52.3,50.6,92.2,0.4,0.9,2.5,7.4,4.7,"Deschutes County, OR",157733,17.12,21,6.028770137
42.1,12.6,2.386740549,0.009842229,0.378925819,0.359241361,1.63873114,27.30234343,3.690835901,22.39599224,1.21551529,88.8,24.5,48.5,20.5,24182,45212,14.9,2783.55,73,51.3,88.7,0.7,1.2,3.5,10.7,5.3,"Jackson County, OR",203206,10.33,21,7.993927345
39,11.1,3.221358202,0.022745689,0.312753223,0.858649759,2.02720953,46.92435637,8.666107502,32.20220918,6.056039691,89.7,27.3,34.9,21.3,23256,40363,17.2,4553.12,77.2,50.8,88.3,1,2.4,4.2,7.4,5.6,"Lane County, OR",351715,12.79,21,7.968187311
35.1,11.2,2.540155707,0.038054767,0.260040909,0.612047505,1.630012526,36.45012447,6.431255649,26.63516578,3.383703046,82,20.6,47.4,21.3,21982,43388,16.4,1182.33,266.7,50.2,78.2,1.1,1.9,3.9,24.3,14.2,"Marion County, OR",315335,8.56,21,12.53925825
35.7,10.1,5.45058436,0.046237492,0.448775658,1.773343814,3.182227396,47.93196017,7.181770461,35.01946054,5.730729165,88.7,36.9,20.6,18,28496,50604,15.1,431.3,1704.9,50.5,76.5,5.6,6.5,4.6,10.9,13.3,"Multnomah County, OR",735334,8.84,21,10.95601047
35.3,9.1,1.566895094,0.001887825,0.288837288,0.471956353,0.804213626,21.91198958,3.394310094,16.90925223,1.608427253,90.1,37.9,37.7,17.5,30020,61022,10,724.23,731.4,50.8,76.6,1.8,8.6,4.3,15.7,16.6,"Washington County, OR",529710,6.61,21,3.602289932
41.3,7.7,5.013291394,0.084195176,0.22152323,1.847389296,2.860183693,23.56565752,4.973237378,16.76301429,1.82940586,91.2,33.5,41.8,9.8,28825,46212,13,730.08,1675.6,52.1,81.5,13.2,2.8,1.8,1.6,4.5,"Allegheny County, PA",1223348,11.04,11,14.38055974
44.4,8.1,2.902561877,0.023455045,0.140730273,0.680196319,2.05818024,23.78927987,3.952175162,18.57639601,1.260708694,89.1,18.9,50.8,10.8,23681,44557,11.5,434.71,392.3,51.8,91.2,6.3,0.4,1.7,1.2,1.9,"Beaver County, PA",170539,12.31,11,9.192988114
39.1,9.2,3.259268621,0.03888762,0.157980955,1.363497164,1.698902883,25.01932229,5.206080079,16.91368407,2.899558139,82.6,21.5,44.7,13.5,25365,53239,12.1,856.51,480.4,50.9,83.2,4.9,1.3,2.5,16.4,6,"Berks County, PA",411442,10.21,11,6.437655854
42,7.9,1.505000408,0.01119554,0.100759857,0.447821588,0.945223423,21.51142985,2.752503403,17.44584957,1.31307687,91.3,34.1,45.1,9.9,35039,75895,4.2,604.31,1034.7,51,89.2,3.6,3.8,1.7,4.3,7.7,"Bucks County, PA",625249,6.88,11,7.128244907
39.3,6.7,1.796001491,0.018040194,0.208464459,0.521161147,1.048335692,15.60476742,2.942556015,11.89249648,0.769714925,92.1,46.9,45,10.4,40763,81380,6.3,750.51,664.7,50.9,85.5,6.1,3.9,1.8,6.5,7.5,"Chester County, PA",498886,7.62,11,10.59496759
39.4,8.3,4.983215218,0.052219321,0.354345394,2.364789258,2.211861246,28.48190974,5.520328236,21.45841104,1.503170459,87.9,26.5,45,12,27402,48792,12.6,525.05,510.6,51.7,72.7,18,3.2,3.1,7,5.2,"Dauphin County, PA",268100,10.07,11,34.79854159
38.7,8.5,5.690732568,0.064403135,0.212888141,1.506317769,3.907123523,24.14223075,3.880288884,18.4425533,1.819388564,89.9,34.4,38.8,10,31819,61848,9.3,183.84,3040.5,52.1,72.5,19.7,4.7,2,3,7.7,"Delaware County, PA",558979,10.02,11,9.925235116
38.6,9.4,3.033154409,0.032078014,0.452656416,1.283120549,1.26529943,24.45413913,6.223134664,17.27579251,0.955211964,88.7,23.5,39.4,12.1,22358,42635,15.7,799.15,351.1,50.8,88.2,7.2,1.1,2.1,3.4,3.6,"Erie County, PA",280566,13.19,11,7.977605982
39.4,9.4,3.09587779,0.054363843,0.168814038,1.670972855,1.201727053,31.45091374,6.07444413,23.25627974,2.120189873,85.8,27,41.6,10.5,27588,52680,12.4,345.17,1012.5,51.6,79.1,6.1,2.9,2.9,18.8,8.3,"Lehigh County, PA",349497,8.58,11,7.663007122
42.5,10,2.91974897,0.046740912,0.19631183,0.573355187,2.10334104,23.34552752,4.097619953,17.94539415,1.302513415,86.6,20,45.2,10.3,23166,39984,13.1,890.33,360.4,51.1,90.7,3.4,1,1.5,6.7,3.2,"Luzerne County, PA",320918,8.41,11,10.0557401
40.6,7.4,1.901549494,0.018752954,0.116268312,0.650102391,1.116425837,20.71451254,2.90545761,16.86140567,0.947649255,92.2,43.7,39.2,9.2,39511,74819,5.5,483.04,1655.9,51.5,81.1,8.7,6.4,1.9,4.3,8.4,"Montgomery County, PA",799874,6,11,8.967676159
40.9,9.1,1.931247586,0.010076074,0.147782424,0.665020908,1.10836818,22.54353704,3.103430903,18.4694443,0.97066183,86.6,25.7,43.2,10.7,28171,57999,8.5,369.67,805.4,51.2,86.3,5,2.4,2.2,10.5,5.9,"Northampton County, PA",297735,9.07,11,8.338485566
33.5,10.9,13.61921251,0.216906093,0.680207024,6.302727512,6.419371877,41.01360021,8.417398097,26.66175624,5.934445867,79.1,22.1,16.3,11,20882,36959,24.5,134.1,11379.5,52.8,41,43.4,6.3,2.8,12.3,11,"Philadelphia County, PA",1526006,19.4,11,15.13713642
45.1,8.3,1.588305689,0.01369229,0.177999775,0.325876512,1.070737111,16.19250265,3.064334596,12.36687671,0.761291347,90.6,23.2,57.8,10.6,25344,47312,10.4,1027.55,355.4,51.3,95.3,2.3,0.7,1.2,0.9,1.6,"Westmoreland County, PA",365169,8.49,11,9.189797053
40.1,8.8,2.487516438,0.045979971,0.218404863,1.149499278,1.073632326,22.33477097,3.756563641,17.3505421,1.227665229,85.9,21,56.3,10.7,26724,56833,8.9,904.18,481.1,50.7,88.5,5.6,1.2,2,5.6,3.2,"York County, PA",434972,10.81,11,8.924894016
37,12.4,3.408508825,0.039893596,0.293616865,1.265424859,1.809573506,31.68987676,6.552124174,20.78615916,4.35159343,79,25.1,31.9,12.8,25136,47432,14.8,409.5,1530.3,51.7,73.4,8.5,3.7,4.2,18.8,17.2,"Providence County, RI",626667,4.95,9,10.45805188
40,8.5,4.378540778,0.049969082,0.45596787,1.205504094,2.667099732,38.10142474,9.631540484,24.80340289,3.666481365,82.6,22.9,61.4,16.1,23960,43845,18.6,1071.03,149.5,51.6,69.6,24.6,0.8,1.9,4.9,3,"Aiken County, SC",160099,17.49,31,21.82776907
39.7,11.4,6.412791381,0.090847878,0.304607591,1.095518528,4.921817385,49.90220493,13.42945395,31.16616611,5.306584868,80,18.2,66,17.4,22110,41399,16.8,715.43,261.6,51.8,80.1,16,0.8,1.5,2.9,2.4,"Anderson County, SC",187126,19.77,31,6.593696226
34.5,10,5.11124981,0.061852308,0.331753288,1.057112172,3.660532042,32.85482139,8.400668005,20.80486721,3.649286168,85.4,16.7,55.9,17.6,21979,49609,15.2,1098.86,161.8,50.1,66.5,25,2.3,2.7,6,4.6,"Berkeley County, SC",177843,11.81,31,10.0497405
35.9,9.1,8.494927315,0.091374008,0.511123358,2.724087616,5.168342333,44.0651154,8.320745612,31.101428,4.642941786,87.5,36.7,45.2,19.8,28963,46145,16.4,916.09,382.3,51.5,64.2,29.8,1.3,1.6,5.4,5,"Charleston County, SC",350209,17.99,31,16.61567236
37.6,11.3,9.336304197,0.09497023,0.496767359,1.862877598,6.881689009,50.66296526,10.43941995,36.1471308,4.076414509,80.6,20.6,51.2,15,21538,39919,18.4,799.96,171.1,53,54.9,41.3,1.2,1.1,2.2,2.4,"Florence County, SC",136885,16.07,31,8.714811703
37.2,9.4,6.967699041,0.066485678,0.321347443,1.613385783,4.966480137,37.3383567,8.800487562,24.65288936,3.884979777,83,29.1,61,18,25390,45917,15.3,785.12,574.7,51.5,73.8,18.1,2,1.9,8.1,7.8,"Greenville County, SC",451225,11.75,31,6.605518311
41.1,11.9,8.002495442,0.063128734,0.371345496,1.719329647,5.848691564,61.92557494,13.23104003,42.63788987,6.056645042,86.4,21,61.7,24.1,24790,41163,15.8,1133.9,237.5,51.1,79.9,13.4,1,2,6.2,6.2,"Horry County, SC",269291,12.25,31,6.394710555
37.9,8.1,3.83778407,0.022866638,0.243910805,0.811765647,2.75924098,27.69530967,5.366037707,19.83680843,2.492463537,87.5,26.7,68.4,18.5,25819,52062,10.6,698.91,375.4,51.2,79.3,14.3,1.4,1.9,5.5,4.2,"Lexington County, SC",262391,10.29,31,5.869149475
32.6,9.6,9.518756632,0.075421842,0.364105445,2.280860537,6.798368808,46.8525685,10.32499012,31.26365395,5.263924433,88.1,36.6,35.1,15.8,25865,45643,16,757.07,507.9,51.3,47.3,45.9,2.2,2.2,4.8,5.1,"Richland County, SC",384504,13.26,31,17.22402108
38,11.4,6.594983592,0.066829167,0.457252196,1.491345623,4.579556606,42.2958281,10.81577309,27.7446563,3.735398706,78.8,19.8,60,19,22230,40278,14.8,807.93,351.9,51.5,72.3,20.6,2,1.7,5.9,5.4,"Spartanburg County, SC",284307,15.83,31,6.424924465
37.2,15.4,7.077359968,0.0442335,0.442334998,0.844859846,5.745931624,31.71099601,7.643548765,21.8336555,2.23379174,84.6,25.3,58.2,16.6,25674,50644,12.4,680.6,332.2,51.7,74.8,19,1.5,1.8,4.5,4,"York County, SC",226073,9.73,31,5.036439557
42.6,9,4.046373571,0.013310439,0.359381863,0.585659333,3.088021936,40.67670274,12.29884598,25.44956009,2.928296663,82.2,21.7,62.3,13.4,23260,43645,17.3,337.16,222.8,51.7,91.9,3.8,1.1,1.9,2.4,2.3,"Anderson County, TN",75129,26.62,20,61.37669874
33.9,8.8,13.59383801,0.12286953,0.480308163,3.84725243,9.14340789,54.29237523,10.39125169,40.15280502,3.748318523,85.1,33.6,38.9,18.2,27797,46249,17.1,504.03,1243.3,51.6,61.4,27.7,3,2.5,9.8,10.7,"Davidson County, TN",626681,13.4,20,15.1131038
39.3,8.4,7.44212588,0.06538609,0.306125785,1.71787091,5.352743095,53.35207735,12.39066406,36.82128496,4.140128335,85,26.9,55.4,15.2,26400,43214,18.1,542.43,620.3,51.9,73.9,20.2,1.8,1.7,4.5,4,"Hamilton County, TN",336463,10.7,20,10.67427028
37.2,7.6,5.915886596,0.080976156,0.38405834,1.818493103,3.632358997,41.92019916,10.14284194,28.17507508,3.602282139,87.7,33,60.7,15.5,26784,45380,14.7,508.22,850.5,51.4,85.6,8.8,1.9,1.9,3.5,3.8,"Knox County, TN",432226,13.65,20,9.088770689
30,9.1,6.487515305,0.034816719,0.429406201,1.253401884,4.769890501,33.2209527,9.464344778,21.7024215,2.05418642,90.3,22.8,53.4,18.2,22308,46523,13.8,539.18,319.6,51,71,19.1,2.1,4.4,8,4.3,"Montgomery County, TN",172331,12.77,20,6.239185057
32.2,8.7,4.645778434,0.034272136,0.270369073,0.799683173,3.541454052,29.50450107,7.688382508,20.08347169,1.732646875,87.5,26.4,58.9,16.5,24789,53983,12.4,619.36,424,50.6,78.2,12.5,3,2.4,6.7,5.9,"Rutherford County, TN",262604,12.19,20,6.255856727
34.6,10,14.84297856,0.156309964,0.455993894,5.317772766,8.912901932,65.9531027,19.12263756,40.56189659,6.268568546,84.7,27.5,36,15.6,25050,41880,20.9,763.17,1215.5,52.3,40.6,52.1,2.3,1.4,5.6,5.5,"Shelby County, TN",927644,17.68,20,11.203867
39.3,8.3,4.586148855,0.00813147,0.325258784,0.512282585,3.740476016,32.14369933,7.472820563,23.22347718,1.447401589,84.1,26.9,66,15.9,23438,39876,17.6,326.47,376.7,51.1,91.6,3.9,1.2,1.7,3,2.7,"Washington County, TN",122979,16.26,20,9.540067816
29.6,7.5,4.280625977,0.051573807,0.431930633,1.153963931,2.643157606,32.559189,9.267168437,21.88341096,1.408609602,88,21.5,54.5,20.4,22002,45796,15.3,1051.02,295.2,50.5,61.4,21.5,2.8,5,21.6,7.7,"Bell County, TX",310235,18.7,19,38.10102019
32.8,7.4,6.199654415,0.080477124,0.317243157,1.732007677,4.069926457,64.76717326,12.96789721,46.67439947,5.124876587,80.5,24.6,46.8,22.8,22557,45315,17.7,1239.82,1383.1,51,72.9,7.5,2.4,3.5,58.7,12.5,"Bexar County, TX",1714773,9.1,19,11.67179679
35.1,9,1.861632489,0.022352363,0.236296405,0.399149333,1.203834388,21.70095093,5.307089531,15.11339034,1.28047106,83.6,25.3,64.3,25.3,27208,66516,10,1357.7,230.7,49.2,70.1,12.1,5.5,2.6,27.7,11.5,"Brazoria County, TX",313166,8.3,19,4.052243858
35,7.5,2.300786997,0.029398945,0.23774799,0.703018249,1.330621813,27.03680364,5.897684002,19.38540866,1.753710978,92.2,47.4,62.3,16.6,37382,77905,7.1,841.23,930,50.9,71.6,8.5,11.2,3,14.7,16.8,"Collin County, TX",782341,5.88,19,4.03276832
32.5,8.8,6.114505947,0.08741041,0.316704383,3.135373388,2.575017767,50.74871027,13.1060719,30.7528401,6.889798276,75.1,27.4,42,30.8,25703,46044,18.7,871.28,2718,50.6,53.5,22.3,5,2.8,38.3,23.3,"Dallas County, TX",2368139,11.82,19,7.61957174
33,7.5,2.136990767,0.018110091,0.252032103,0.750059612,1.11678896,23.84646265,5.193068664,16.65977477,1.993619211,90.2,37.4,61.6,19.9,30960,70724,8.7,878.43,754.3,50.8,75,8.4,6.6,2.9,18.2,13.2,"Denton County, TX",662614,7.55,19,2.779683194
31.3,9.5,4.065462058,0.023730808,0.264785854,0.645727768,3.131217628,28.8654051,3.41723631,21.56131229,3.886856505,69.8,18.8,33.4,33,16285,36078,23.7,1012.69,790.6,51.6,82.1,3.1,1,2.5,82.2,26.6,"El Paso County, TX",800647,4.75,19,11.80250972
35,8,3.423446509,0.027332906,0.211830023,0.831945334,2.352338245,19.15524237,5.150544523,12.33909887,1.665598975,87.5,38.9,50.9,22.8,30541,80548,7.5,861.48,679.5,50.9,50.6,21.5,17,2.9,23.7,23.3,"Fort Bend County, TX",585375,7.69,19,2.28661798
